food_id,Menu,ingredient_id,Amount_g,Ingredient,품목코드,단가(원/g),총 가격(원)
C151000001,냉채,R103-011020000-0000,3,백설탕,1000612561,1.438666667,4.316
C151000001,냉채,P113-101010100-0025,2,양조식초,1000743997,0.758,1.516
C151000001,냉채,R106-148010001-0000,20,오이,1000623931,5.3,106
C151000001,냉채,R106-191040001-0000,10,파(실파),1000007015,3.38,33.8
C151000001,냉채,R107-027007101-0000,10,표고버섯,1000007217,8.28,82.8
C151000001,냉채,R211-931034001-0000,20,해파리,1000010053,4.83,96.6
C170100001,배추김치,R106-004000001-0000,1,갓,1000006752,4.6,4.6
C170100001,배추김치,R118-007000006-0000,2,고춧가루,1000020371,5.514705882,11.02941176
C170100001,배추김치,R318-020000000-0000,0.3,굵은소금,1000736517,1.43,0.429
C170100001,배추김치,R318-020000000-0000,3,굵은소금(절임용),1000736517,1.43,4.29
C170100001,배추김치,R106-053002201-0000,1,마늘(다진것),1000006845,5.68,5.68
C170100001,배추김치,R211-105034077-0000,1,멸치액젓,1000741926,1.266666667,1.266666667
C170100001,배추김치,R106-065027601-0000,6,무,1000622538,2.06,12.36
C170100001,배추김치,R106-077030001-0000,5,미나리,1000006800,8.44,42.2
C170100001,배추김치,R106-087003401-0000,40,배추,1000622543,1.89,75.6
C170100001,배추김치,R103-011020000-0000,0.5,백설탕,1000612561,1.438666667,0.719333333
C170100001,배추김치,R211-717254071-0000,1,새우젓,1000642504,28.5,28.5
C170100001,배추김치,R106-101002501-0000,0.5,생강(다진것),1000702726,16.66666667,8.333333333
C170100001,배추김치,R106-191030001-0000,1,쪽파,1000007032,11.02,11.02
B060900005,누룽지탕,R101-013001100-0000,50,누룽지,1000730982,6.01,300.5
B060900005,누룽지탕,R106-167002601-0000,15,죽순(생것),1000000924,1.910714286,28.66071429
B060900005,누룽지탕,R211-717414001-0000,20,새우살,1000642504,28.5,570
B060900005,누룽지탕,R104-008000001-0000,15,완두콩,1000007401,3.32,49.8
B060900005,누룽지탕,R106-018008101-0000,10,홍고추,1000006560,9.54,95.4
B060900005,누룽지탕,R106-053002201-0000,5,마늘,1000006845,5.68,28.4
B060900005,누룽지탕,R318-020030000-0000,0.5,소금,1000736517,1.43,0.715
B060900005,누룽지탕,P107-101010100-0023,8,식용유,1000641822,2.588888889,20.71111111
B060900005,누룽지탕,R103-011020000-0000,10,백설탕,1000612561,1.438666667,14.38666667
B060900005,누룽지탕,R118-001030000-0000,5,간장(재래),1000453770,1.347692308,6.738461538
B060900005,누룽지탕,P113-101010100-0025,10,식초,1000743997,0.758,7.58
B060900005,누룽지탕,R102-014010006-0000,10,전분,1000177074,2.495,24.95
B060900005,누룽지탕,R107-027007101-0000,10,표고버섯,1000007217,8.28,82.8
A010100001,쌀밥,R101-008000301-0000,90,백미,1000119514,2.6385,237.465
B050500142,북어국,R210-003000001-0000,25,달걀,1000520018,4.105555556,102.6388889
B050500142,북어국,R106-053002201-0000,2,마늘,1000006845,5.68,11.36
B050500142,북어국,R211-107054002-0000,15,북어,1000010779,29.2,438
B050500142,북어국,R106-065027601-0000,30,무,1000622538,2.06,61.8
B050500142,북어국,R318-020030000-0000,1,소금,1000736517,1.43,1.43
B050500142,북어국,R114-020000000-0000,3,참기름,1000697992,10.10555556,30.31666667
B050500142,북어국,R106-191040001-0000,3,대파,1000007015,3.38,10.14
C130200042,닭볶음탕,R209-008008601-0000,130,닭(뼈포함),1000681231,4.81,625.3
C130200042,닭볶음탕,R102-001140001-0000,50,감자,1000152013,2.24,112
C130200042,닭볶음탕,P112-010001000-0005,10,고추장,1000006560,9.54,95.4
C130200042,닭볶음탕,R118-007000006-0000,5,고춧가루,1000020371,5.514705882,27.57352941
C130200042,닭볶음탕,R106-041007601-0000,10,당근,1000006481,1.54,15.4
C130200042,닭볶음탕,R106-191040001-0000,5,대파(다진것),1000007015,3.38,16.9
C130200042,닭볶음탕,R106-053002201-0000,3,마늘(다진것),1000006845,5.68,17.04
C130200042,닭볶음탕,R103-011020000-0000,6,백설탕,1000612561,1.438666667,8.632
C130200042,닭볶음탕,R106-101002501-0000,2,생강(다진것),1000702726,16.66666667,33.33333333
C130200042,닭볶음탕,R106-132000001-0000,30,양파,1000006975,2.86,85.8
C130200042,닭볶음탕,P112-004000400-0041,15,진간장,1000453770,1.347692308,20.21538462
C130200042,닭볶음탕,R106-018073101-0000,5,풋고추,1000006540,6.4,32
C130200042,닭볶음탕,R106-018008101-0000,5,홍고추,1000006560,9.54,47.7
C130200042,닭볶음탕,R118-041010006-0000,0.3,후춧가루,1000520223,25.51111111,7.653333333
C130300057,우엉조림,R105-026020058-0000,0.5,깨소금(가루),1000736517,1.43,0.715
C130300057,우엉조림,P104-601060100-0002,3,물엿,1000018123,2.024,6.072
C130300057,우엉조림,R318-020030000-0000,0.3,소금,1000736517,1.43,0.429
C130300057,우엉조림,R106-154000001-0000,25,우엉,1000007249,5.59,139.75
C130300057,우엉조림,P112-004000400-0041,5,진간장,1000453770,1.347692308,6.738461538
C130300057,우엉조림,P115-103010300-0001,2,청주,쿠팡5,34.59459459,69.18918919
C130300057,우엉조림,P107-101010100-0023,3,콩기름,1000641822,2.588888889,7.766666667
C120300526,청경채볶음,P113-206020400-0041,2.97,굴소스,1000703411,3.458333333,10.27125
C120300526,청경채볶음,R106-041007601-0000,10,당근,1000006481,1.54,15.4
C120300526,청경채볶음,R106-053002201-0000,1.98,마늘(다진것),1000006845,5.68,11.2464
C120300526,청경채볶음,R106-132000001-0000,30,양파,1000006975,2.86,85.8
C120300526,청경채볶음,P112-004000400-0041,2.97,진간장,1000453770,1.347692308,4.002646154
C120300526,청경채볶음,R106-175000001-0000,40,청경채,1000007470,3.51,140.4
C120300526,청경채볶음,R118-041010006-0000,0.0594,후춧가루,1000520223,25.51111111,1.51536
C170100001,배추김치,R106-004000001-0000,1,갓,1000006752,4.6,4.6
C170100001,배추김치,R118-007000006-0000,2,고춧가루,1000020371,5.514705882,11.02941176
C170100001,배추김치,R318-020000000-0000,0.3,굵은소금,1000736517,1.43,0.429
C170100001,배추김치,R318-020000000-0000,3,굵은소금(절임용),1000736517,1.43,4.29
C170100001,배추김치,R106-053002201-0000,1,마늘(다진것),1000006845,5.68,5.68
C170100001,배추김치,R211-105034077-0000,1,멸치액젓,1000741926,1.266666667,1.266666667
C170100001,배추김치,R106-065027601-0000,6,무,1000622538,2.06,12.36
C170100001,배추김치,R106-077030001-0000,5,미나리,1000006800,8.44,42.2
C170100001,배추김치,R106-087003401-0000,40,배추,1000622543,1.89,75.6
C170100001,배추김치,R103-011020000-0000,0.5,백설탕,1000612561,1.438666667,0.719333333
C170100001,배추김치,R211-717254071-0000,1,새우젓,1000642504,28.5,28.5
C170100001,배추김치,R106-101002501-0000,0.5,생강(다진것),1000702726,16.66666667,8.333333333
C170100001,배추김치,R106-191030001-0000,1,쪽파,1000007032,11.02,11.02
A010100001,쌀밥,R101-008000301-0000,90,백미,1000119514,2.6385,237.465
B050600076,쇠고기배추국,R209-027071801-0000,35,쇠고기(양지),1000007815,16.98,594.3
B050600076,쇠고기배추국,R106-087003401-0000,60,배추,1000622543,1.89,113.4
B050600076,쇠고기배추국,R106-132000001-0000,10,양파,1000006975,2.86,28.6
B050600076,쇠고기배추국,R118-001030000-0000,4,국간장,1000453770,1.347692308,5.390769231
B050600076,쇠고기배추국,R106-053002201-0000,4,마늘(다진것),1000006845,5.68,22.72
B050600076,쇠고기배추국,R118-041010006-0000,0.075,후춧가루,1000520223,25.51111111,1.913333333
B050600076,쇠고기배추국,R318-020030000-0000,0.5,소금,1000736517,1.43,0.715
C120800034,베이컨버섯볶음,P117-300030000-0015,15,베이컨,1000681260,17.02643172,255.3964758
C120800034,베이컨버섯볶음,R107-023000001-0000,20,새송이버섯,1000007225,5.96,119.2
C120800034,베이컨버섯볶음,R318-020030000-0000,0.5,소금,1000736517,1.43,0.715
C120800034,베이컨버섯볶음,P107-101010100-0023,2,식용유,1000641822,2.588888889,5.177777778
C120800034,베이컨버섯볶음,R106-122000001-0000,20,아스파라거스,1000622859,24.1,482
C120800034,베이컨버섯볶음,R107-027007101-0000,20,표고버섯,1000007217,8.28,165.6
C120800034,베이컨버섯볶음,R118-041010006-0000,0.3,후춧가루,1000520223,25.51111111,7.653333333
C150100136,호박나물,R105-026020058-0000,0.5,깨소금(가루),1000736517,1.43,0.715
C150100136,호박나물,R106-191040001-0000,2,대파,1000007015,3.38,6.76
C150100136,호박나물,R106-053002201-0000,1,마늘,1000006845,5.68,5.68
C150100136,호박나물,R211-717254071-0000,1.5,새우젓,1000642504,28.5,42.75
C150100136,호박나물,R318-020030000-0000,0.5,소금,1000736517,1.43,0.715
C150100136,호박나물,R106-198050001-0000,50,애호박,1000006630,6.17,308.5
C150100136,호박나물,R106-132000001-0000,10,양파,1000006975,2.86,28.6
C150100136,호박나물,R114-020000000-0000,1,참기름,1000697992,10.10555556,10.10555556
C150100136,호박나물,P107-101010100-0023,1.5,콩기름,1000641822,2.588888889,3.883333333
C130600025,콩자반,R104-012080002-0000,30,검정콩,1000673692,5.23,156.9
C130600025,콩자반,R105-026020058-0000,0.3,깨소금,1000736517,1.43,0.429
C130600025,콩자반,R103-011020000-0000,5,백설탕,1000612561,1.438666667,7.193333333
C130600025,콩자반,P112-004000400-0041,10,진간장,1000453770,1.347692308,13.47692308
C130600025,콩자반,R114-020000000-0000,0.5,참기름,1000697992,10.10555556,5.052777778
C170100001,배추김치,R106-004000001-0000,1,갓,1000006752,4.6,4.6
C170100001,배추김치,R118-007000006-0000,2,고춧가루,1000020371,5.514705882,11.02941176
C170100001,배추김치,R318-020000000-0000,0.3,굵은소금,1000736517,1.43,0.429
C170100001,배추김치,R318-020000000-0000,3,굵은소금(절임용),1000736517,1.43,4.29
C170100001,배추김치,R106-053002201-0000,1,마늘(다진것),1000006845,5.68,5.68
C170100001,배추김치,R211-105034077-0000,1,멸치액젓,1000741926,1.266666667,1.266666667
C170100001,배추김치,R106-065027601-0000,6,무,1000622538,2.06,12.36
C170100001,배추김치,R106-077030001-0000,5,미나리,1000006800,8.44,42.2
C170100001,배추김치,R106-087003401-0000,40,배추,1000622543,1.89,75.6
C170100001,배추김치,R103-011020000-0000,0.5,백설탕,1000612561,1.438666667,0.719333333
C170100001,배추김치,R211-717254071-0000,1,새우젓,1000642504,28.5,28.5
C170100001,배추김치,R106-101002501-0000,0.5,생강(다진것),1000702726,16.66666667,8.333333333
C170100001,배추김치,R106-191030001-0000,1,쪽파,1000007032,11.02,11.02
A010100001,쌀밥,R101-008000301-0000,90,백미,1000119514,2.6385,237.465
B080100194,청국장찌개,R106-018073101-0000,3,풋고추,1000006540,6.4,19.2
B080100194,청국장찌개,R118-007000006-0000,1,고춧가루,1000020371,5.514705882,5.514705882
B080100194,청국장찌개,D315-670000000-0001,20,배추김치,1000622543,1.89,37.8
B080100194,청국장찌개,R112-819015102-1273,2,다시마(말린것),1000704787,25.4,50.8
B080100194,청국장찌개,P106-001000100-0001,30,두부,1000152538,1.896666667,56.9
B080100194,청국장찌개,R106-053002201-0000,2,마늘,1000006845,5.68,11.36
B080100194,청국장찌개,R106-065027601-0000,20,무,1000622538,2.06,41.2
B080100194,청국장찌개,R209-027071801-0000,20,쇠고기(양지),1000007815,16.98,339.6
B080100194,청국장찌개,P112-005001200-0004,25,청국장,1000017458,3.625,90.625
B080100194,청국장찌개,R106-191040001-0000,30,대파,1000007015,3.38,101.4
C120200216,돈육고추장불고기,P112-010001000-0005,7,고추장,1000006560,9.54,66.78
C120200216,돈육고추장불고기,R118-007000006-0000,2.5,고춧가루,1000020371,5.514705882,13.78676471
C120200216,돈육고추장불고기,R105-026020058-0000,1,깨소금,1000736517,1.43,1.43
C120200216,돈육고추장불고기,R106-191040001-0000,1,대파(다진것),1000007015,3.38,3.38
C120200216,돈육고추장불고기,R209-014009301-0000,100,돼지고기,1000008287,7.3,730
C120200216,돈육고추장불고기,R106-053002201-0000,2.5,마늘(다진것),1000006845,5.68,14.2
C120200216,돈육고추장불고기,P104-601060100-0002,3.5,물엿,1000018123,2.024,7.084
C120200216,돈육고추장불고기,P113-204020100-0003,5,미림,1000710375,4.261111111,21.30555556
C120200216,돈육고추장불고기,P113-204020100-0003,5,미림,1000017506,1.469444444,7.347222222
C120200216,돈육고추장불고기,R103-011020000-0000,3,백설탕,1000612561,1.438666667,4.316
C120200216,돈육고추장불고기,P112-004000400-0041,5,진간장,1000453770,1.347692308,6.738461538
C120200216,돈육고추장불고기,R114-020000000-0000,2.5,참기름,1000697992,10.10555556,25.26388889
C120200216,돈육고추장불고기,R118-041010006-0000,0.15,후춧가루,1000520223,25.51111111,3.826666667
C160100093,양배추샐러드,R106-041007601-0000,10,당근,1000006481,1.54,15.4
C160100093,양배추샐러드,R106-129000001-0000,50,양배추,1000622545,2.16,108
C160100093,양배추샐러드,P113-205020400-0032,10,이탈리안드레싱,1000759684,4.605,46.05
C160100093,양배추샐러드,R106-129010001-0000,10,적양배추,1000622545,2.16,21.6
C150100103,얼갈이나물,R105-026020058-0000,0.5,깨소금(가루),1000736517,1.43,0.715
C150100103,얼갈이나물,R106-053002201-0000,1,마늘,1000006845,5.68,5.68
C150100103,얼갈이나물,R318-020030000-0000,1,소금,1000736517,1.43,1.43
C150100103,얼갈이나물,R106-136000001-0000,70,얼갈이배추,1000006735,2.03,142.1
C150100103,얼갈이나물,R114-020000000-0000,1,참기름,1000697992,10.10555556,10.10555556
C150100103,얼갈이나물,R106-191040001-0000,1,파(실파),1000007015,3.38,3.38
C170100001,배추김치,R106-004000001-0000,1,갓,1000006752,4.6,4.6
C170100001,배추김치,R118-007000006-0000,2,고춧가루,1000020371,5.514705882,11.02941176
C170100001,배추김치,R318-020000000-0000,0.3,굵은소금,1000736517,1.43,0.429
C170100001,배추김치,R318-020000000-0000,3,굵은소금(절임용),1000736517,1.43,4.29
C170100001,배추김치,R106-053002201-0000,1,마늘(다진것),1000006845,5.68,5.68
C170100001,배추김치,R211-105034077-0000,1,멸치액젓,1000741926,1.266666667,1.266666667
C170100001,배추김치,R106-065027601-0000,6,무,1000622538,2.06,12.36
C170100001,배추김치,R106-077030001-0000,5,미나리,1000006800,8.44,42.2
C170100001,배추김치,R106-087003401-0000,40,배추,1000622543,1.89,75.6
C170100001,배추김치,R103-011020000-0000,0.5,백설탕,1000612561,1.438666667,0.719333333
C170100001,배추김치,R211-717254071-0000,1,새우젓,1000642504,28.5,28.5
C170100001,배추김치,R106-101002501-0000,0.5,생강(다진것),1000702726,16.66666667,8.333333333
C170100001,배추김치,R106-191030001-0000,1,쪽파,1000007032,11.02,11.02
P119-401040100-0049,발효유_떠먹는 요구르트,P119-401040100-0049,80,발효유_떠먹는 요구르트,1000674458,6.235294118,498.8235294
A010100001,쌀밥,R101-008000301-0000,90,백미,1000119514,2.6385,237.465
B050100254,조갯살들깨쑥국,R118-001030000-0000,3,국간장,1000453770,1.347692308,4.043076923
B050100254,조갯살들깨쑥국,R211-105033902-0007,1.5,멸치(국물용),1000695996,3.695,5.5425
B050100254,조갯살들깨쑥국,R105-005000058-0000,10,들깨가루,1000615006,12.72,127.2
B050100254,조갯살들깨쑥국,R106-118000001-0000,30,쑥,1000007136,12.57,377.1
B050100254,조갯살들깨쑥국,R211-485014001-0000,15,바지락살,1000621321,2.98,44.7
B050100254,조갯살들깨쑥국,R118-012040000-0000,7,된장(재래),1000730250,1.753571429,12.275
C100600008,두부구이,P106-001000100-0001,120,두부,1000152538,1.896666667,227.6
C100600008,두부구이,R318-020030000-0000,1.5,소금,1000736517,1.43,2.145
C100600008,두부구이,P107-101010100-0023,7,콩기름,1000641822,2.588888889,18.12222222
C150800015,미역초무침,R118-001030000-0000,2,간장(재래),1000453770,1.347692308,2.695384615
C150800015,미역초무침,R112-829013901-0766,30,미역(생것),1000685496,15.94,478.2
C150800015,미역초무침,R103-011020000-0000,1,백설탕,1000612561,1.438666667,1.438666667
C150800015,미역초무침,R318-020030000-0000,0.5,소금,1000736517,1.43,0.715
C150800015,미역초무침,P113-101010100-0025,2,식초,1000743997,0.758,1.516
C150800015,미역초무침,R106-148010001-0000,20,오이,1000623931,5.3,106
C150800015,미역초무침,R114-020000000-0000,1,참기름,1000697992,10.10555556,10.10555556
C150800015,미역초무침,R105-026020058-0000,1,참깨,1000736517,1.43,1.43
C150200035,무생채,R118-007000006-0000,2,고춧가루,1000020371,5.514705882,11.02941176
C150200035,무생채,R105-026020058-0000,1,깨소금(가루),1000736517,1.43,1.43
C150200035,무생채,R106-053002201-0000,1,마늘,1000006845,5.68,5.68
C150200035,무생채,R106-065027601-0000,70,무,1000622538,2.06,144.2
C150200035,무생채,R103-011020000-0000,2,백설탕,1000612561,1.438666667,2.877333333
C150200035,무생채,R318-020030000-0000,1,소금,1000736517,1.43,1.43
C150200035,무생채,P113-101010100-0025,2,양조식초,1000743997,0.758,1.516
C150200035,무생채,R114-020000000-0000,1,참기름,1000697992,10.10555556,10.10555556
C150200035,무생채,R106-191040001-0000,2,파(실파),1000007015,3.38,6.76
C170100001,배추김치,R106-004000001-0000,1,갓,1000006752,4.6,4.6
C170100001,배추김치,R118-007000006-0000,2,고춧가루,1000020371,5.514705882,11.02941176
C170100001,배추김치,R318-020000000-0000,0.3,굵은소금,1000736517,1.43,0.429
C170100001,배추김치,R318-020000000-0000,3,굵은소금(절임용),1000736517,1.43,4.29
C170100001,배추김치,R106-053002201-0000,1,마늘(다진것),1000006845,5.68,5.68
C170100001,배추김치,R211-105034077-0000,1,멸치액젓,1000741926,1.266666667,1.266666667
C170100001,배추김치,R106-065027601-0000,6,무,1000622538,2.06,12.36
C170100001,배추김치,R106-077030001-0000,5,미나리,1000006800,8.44,42.2
C170100001,배추김치,R106-087003401-0000,40,배추,1000622543,1.89,75.6
C170100001,배추김치,R103-011020000-0000,0.5,백설탕,1000612561,1.438666667,0.719333333
C170100001,배추김치,R211-717254071-0000,1,새우젓,1000642504,28.5,28.5
C170100001,배추김치,R106-101002501-0000,0.5,생강(다진것),1000702726,16.66666667,8.333333333
C170100001,배추김치,R106-191030001-0000,1,쪽파,1000007032,11.02,11.02
